Time,Games,Wins,Draws,Losses
2020-11-22T18:56:27.054611,58000,46412,4142,7446
2020-11-22T18:56:31.212928,59000,47349,4180,7471
2020-11-22T18:56:35.465465,60000,48283,4216,7501
2020-11-22T18:56:39.782699,61000,49235,4250,7515
2020-11-22T18:56:43.854271,62000,50196,4278,7526
2020-11-22T18:56:47.921798,63000,51145,4314,7541
2020-11-22T18:56:51.989487,64000,52088,4349,7563
2020-11-22T18:56:56.037118,65000,53031,4387,7582
2020-11-22T18:57:00.022639,66000,53985,4416,7599
2020-11-22T18:57:04.139545,67000,54929,4454,7617
2020-11-22T18:57:08.150747,68000,55881,4487,7632
2020-11-22T18:57:12.091332,69000,56841,4514,7645
2020-11-22T18:57:16.281339,70000,57810,4537,7653
2020-11-22T18:57:20.202509,71000,58773,4571,7656
2020-11-22T18:57:24.275202,72000,59746,4597,7657
2020-11-22T18:57:28.181624,73000,60712,4627,7661
2020-11-22T18:57:32.296314,74000,61678,4660,7662
2020-11-22T18:57:36.153085,75000,62647,4685,7668
2020-11-22T18:57:40.147365,76000,63621,4710,7669
2020-11-22T18:57:44.110903,77000,64593,4734,7673
2020-11-22T18:57:48.031296,78000,65578,4749,7673
2020-11-22T18:57:51.959000,79000,66563,4764,7673
2020-11-22T18:57:55.801907,80000,67544,4783,7673
2020-11-22T18:57:59.773288,81000,68508,4817,7675
2020-11-22T18:58:03.660578,82000,69484,4841,7675
2020-11-22T18:58:07.529876,83000,70463,4862,7675
2020-11-22T18:58:11.523918,84000,71430,4895,7675
2020-11-22T18:58:15.395299,85000,72401,4923,7676
2020-11-22T18:58:19.443106,86000,73375,4949,7676
2020-11-22T18:58:23.346750,87000,74346,4978,7676
2020-11-22T18:58:27.252040,88000,75314,5008,7678
2020-11-22T18:58:31.279579,89000,76284,5038,7678
2020-11-22T18:58:35.246756,90000,77256,5063,7681
2020-11-22T18:58:39.099085,91000,78230,5081,7689
2020-11-22T18:58:43.208911,92000,79205,5100,7695
2020-11-22T18:58:47.077637,93000,80177,5121,7702
2020-11-22T18:58:51.241840,94000,81154,5144,7702
2020-11-22T18:58:55.149620,95000,82123,5175,7702
2020-11-22T18:58:59.079736,96000,83101,5197,7702
2020-11-22T18:59:02.996712,97000,84065,5232,7703
2020-11-22T18:59:06.842576,98000,85037,5260,7703
2020-11-22T18:59:10.661982,99000,86016,5278,7706
2020-11-22T18:59:14.580317,100000,86995,5299,7706
